region,week_start,revenue,profit,order_count,avg_discount,profit_margin,week_of_year,repeat_purchase_rate,ticket_volume,pct_high_priority,pct_unresolved,avg_satisfaction,avg_tenure_months,churn_rate,avg_monthly_charges,pct_month_to_month
Central,2014-05-12,130.454,58.069100000000006,3,0.06666666666666667,0.4451308507213271,20,0.548489666136725,46,0.43478260869565216,0.7391304347826086,3.5,32.465625,0.24875,64.27365625,0.549375
Central,2014-05-19,457.692,-221.0427,4,0.3727272727272727,-0.48295076164757084,21,0.548489666136725,44,0.5,0.8181818181818182,3.75,32.465625,0.24875,64.27365625,0.549375
Central,2014-05-26,5518.389,1158.9,6,0.17692307692307693,0.21000694224346997,22,0.548489666136725,33,0.45454545454545453,0.6666666666666666,2.1818181818181817,32.465625,0.24875,64.27365625,0.549375
Central,2014-06-02,645.665,-247.27739999999997,6,0.3888888888888889,-0.38298095761734025,23,0.548489666136725,38,0.5263157894736842,0.6052631578947368,3.066666666666667,32.465625,0.24875,64.27365625,0.549375
Central,2014-06-09,1789.808,237.2663,5,0.24444444444444446,0.1325652248732825,24,0.548489666136725,39,0.6410256410256411,0.7435897435897436,3.9,32.465625,0.24875,64.27365625,0.549375
Central,2014-06-16,3202.5556,1.6297999999999853,5,0.19384615384615383,0.0005089060748859396,25,0.548489666136725,42,0.6428571428571429,0.6190476190476191,2.75,32.465625,0.24875,64.27365625,0.549375
Central,2014-06-23,6.08,3.04,1,0.0,0.5,26,0.548489666136725,44,0.4318181818181818,0.5681818181818182,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2014-06-30,554.68,-61.428399999999996,3,0.2,-0.11074565515252037,27,0.548489666136725,41,0.36585365853658536,0.6341463414634146,3.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2014-07-07,1224.918,66.65559999999999,4,0.21000000000000002,0.054416377259539,28,0.548489666136725,41,0.5121951219512195,0.7317073170731707,2.6363636363636362,32.465625,0.24875,64.27365625,0.549375
Central,2014-07-14,1418.69,-154.432,3,0.3,-0.10885535247305611,29,0.548489666136725,38,0.5789473684210527,0.5,3.0526315789473686,32.465625,0.24875,64.27365625,0.549375
Central,2014-07-21,3594.7659999999996,-3888.2242,5,0.5,-1.0816348546748247,30,0.548489666136725,40,0.575,0.725,3.090909090909091,32.465625,0.24875,64.27365625,0.549375
Central,2014-07-28,886.28,248.02759999999998,1,0.0,0.2798524168434355,31,0.548489666136725,27,0.5185185185185185,0.7407407407407407,3.857142857142857,32.465625,0.24875,64.27365625,0.549375
Central,2014-08-04,1598.955,478.036,2,0.06666666666666667,0.2989677633204187,32,0.548489666136725,50,0.54,0.68,2.5625,32.465625,0.24875,64.27365625,0.549375
Central,2014-08-11,46.512,-47.1888,2,0.5,-1.0145510835913312,33,0.548489666136725,31,0.6451612903225806,0.6451612903225806,2.5454545454545454,32.465625,0.24875,64.27365625,0.549375
Central,2014-08-18,452.372,9.1704,3,0.09999999999999999,0.020271811694799857,34,0.548489666136725,32,0.5,0.59375,3.1538461538461537,32.465625,0.24875,64.27365625,0.549375
Central,2014-08-25,38.064,-59.6184,1,0.8,-1.566267339218159,35,0.548489666136725,38,0.5526315789473685,0.7368421052631579,2.5,32.465625,0.24875,64.27365625,0.549375
Central,2014-09-01,3793.053,-56.976699999999994,9,0.26521739130434785,-0.015021329783686121,36,0.548489666136725,40,0.4,0.7,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2014-09-08,13109.454,-1830.5159999999998,10,0.316,-0.1396332753446482,37,0.548489666136725,38,0.5526315789473685,0.6842105263157895,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2014-09-15,6779.4439999999995,-1222.646,5,0.26666666666666666,-0.18034605787731267,38,0.548489666136725,41,0.5365853658536586,0.6097560975609756,3.25,32.465625,0.24875,64.27365625,0.549375
Central,2014-09-22,10726.7388,4532.9358999999995,5,0.24727272727272728,0.4225828543527134,39,0.548489666136725,52,0.4807692307692308,0.6153846153846154,3.45,32.465625,0.24875,64.27365625,0.549375
Central,2014-09-29,316.187,-93.3839,2,0.38333333333333336,-0.2953438945940219,40,0.548489666136725,35,0.4857142857142857,0.7142857142857143,3.3,32.465625,0.24875,64.27365625,0.549375
Central,2014-10-06,2020.1539999999998,192.4144,5,0.30000000000000004,0.09524739203050858,41,0.548489666136725,41,0.5121951219512195,0.5853658536585366,2.6470588235294117,32.465625,0.24875,64.27365625,0.549375
Central,2014-10-13,2483.462,682.3783999999999,4,0.475,0.2747690119679705,42,0.548489666136725,51,0.47058823529411764,0.7254901960784313,2.2857142857142856,32.465625,0.24875,64.27365625,0.549375
Central,2014-10-20,1074.162,106.4697,2,0.26666666666666666,0.09911884799499517,43,0.548489666136725,39,0.48717948717948717,0.6410256410256411,2.642857142857143,32.465625,0.24875,64.27365625,0.549375
Central,2014-10-27,3176.264,466.23190000000005,5,0.10000000000000002,0.14678625580241442,44,0.548489666136725,44,0.5454545454545454,0.6363636363636364,2.75,32.465625,0.24875,64.27365625,0.549375
Central,2014-11-03,1233.18,93.34700000000001,4,0.23000000000000004,0.0756961676316515,45,0.548489666136725,39,0.41025641025641024,0.6666666666666666,2.8461538461538463,32.465625,0.24875,64.27365625,0.549375
Central,2014-11-10,5984.5271999999995,-709.9761000000001,13,0.18588235294117647,-0.1186352866772834,46,0.548489666136725,27,0.25925925925925924,0.7407407407407407,3.5714285714285716,32.465625,0.24875,64.27365625,0.549375
Central,2014-11-17,3100.362,-146.286,14,0.3409090909090909,-0.04718352244028278,47,0.548489666136725,43,0.4418604651162791,0.627906976744186,2.8125,32.465625,0.24875,64.27365625,0.549375
Central,2014-11-24,3635.027,-44.11290000000001,8,0.19375,-0.012135508209430084,48,0.548489666136725,46,0.6086956521739131,0.6521739130434783,2.3125,32.465625,0.24875,64.27365625,0.549375
Central,2014-12-01,4923.682,644.3110000000001,9,0.36666666666666664,0.13085958841371156,49,0.548489666136725,40,0.45,0.675,2.769230769230769,32.465625,0.24875,64.27365625,0.549375
Central,2014-12-08,697.056,-422.5692,8,0.43333333333333335,-0.6062198732956893,50,0.548489666136725,39,0.5128205128205128,0.6666666666666666,3.1538461538461537,32.465625,0.24875,64.27365625,0.549375
Central,2014-12-15,2912.804,520.1854999999999,8,0.2866666666666667,0.17858582314498328,51,0.548489666136725,44,0.4772727272727273,0.6818181818181818,2.7857142857142856,32.465625,0.24875,64.27365625,0.549375
Central,2014-12-22,1163.72,34.788399999999996,7,0.41000000000000003,0.029894132609218707,52,0.548489666136725,27,0.4074074074074074,0.5925925925925926,3.272727272727273,32.465625,0.24875,64.27365625,0.549375
Central,2014-12-29,2778.7656,-201.85319999999996,10,0.2063157894736842,-0.07264131958449462,1,0.548489666136725,38,0.4473684210526316,0.631578947368421,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2015-01-12,254.744,-312.0614,1,0.6,-1.2249999999999999,3,0.548489666136725,40,0.225,0.6,3.3125,32.465625,0.24875,64.27365625,0.549375
Central,2015-01-19,301.742,-21.712200000000003,1,0.3,-0.07195617448018507,4,0.548489666136725,32,0.5625,0.625,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-01-26,113.56400000000001,43.913000000000004,2,0.05,0.38668063823042514,5,0.548489666136725,39,0.48717948717948717,0.717948717948718,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2015-02-02,891.694,-56.465500000000006,3,0.15000000000000002,-0.06332385325010599,6,0.548489666136725,31,0.7741935483870968,0.6451612903225806,2.8181818181818183,32.465625,0.24875,64.27365625,0.549375
Central,2015-02-09,1556.532,366.8059,4,0.17142857142857143,0.23565586830209725,7,0.548489666136725,37,0.5405405405405406,0.5675675675675675,2.3125,32.465625,0.24875,64.27365625,0.549375
Central,2015-02-16,79.36,20.6336,1,0.0,0.26,8,0.548489666136725,36,0.5277777777777778,0.6666666666666666,2.8333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-02-23,1379.1663999999998,4.848799999999994,2,0.24,0.003515746903346829,9,0.548489666136725,37,0.5675675675675675,0.7027027027027027,3.090909090909091,32.465625,0.24875,64.27365625,0.549375
Central,2015-03-02,3033.442,180.49139999999997,7,0.225,0.05950052778329039,10,0.548489666136725,35,0.45714285714285713,0.5428571428571428,2.8125,32.465625,0.24875,64.27365625,0.549375
Central,2015-03-09,474.512,50.4011,2,0.4000000000000001,0.10621670263344235,11,0.548489666136725,31,0.41935483870967744,0.8064516129032258,3.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2015-03-16,684.3376000000001,-59.0721,4,0.34,-0.08632011451657777,12,0.548489666136725,37,0.6216216216216216,0.6756756756756757,2.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2015-03-23,466.83,-65.1582,2,0.3,-0.13957586273375747,13,0.548489666136725,33,0.5757575757575758,0.6363636363636364,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-03-30,2105.03,173.13629999999998,6,0.2571428571428572,0.08224885156031028,14,0.548489666136725,40,0.475,0.7,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-04-06,939.252,-1149.6426000000001,2,0.4571428571428572,-1.2239980324769073,15,0.548489666136725,37,0.5675675675675675,0.6486486486486487,2.769230769230769,32.465625,0.24875,64.27365625,0.549375
Central,2015-04-13,3646.206,-120.81159999999998,6,0.28095238095238095,-0.03313350918735803,16,0.548489666136725,49,0.5306122448979592,0.6938775510204082,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-04-20,1386.07,133.04720000000003,5,0.14285714285714285,0.09598880287431373,17,0.548489666136725,41,0.5365853658536586,0.7073170731707317,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-04-27,4424.709,1913.0813999999998,4,0.325,0.43236321303841674,18,0.548489666136725,36,0.3611111111111111,0.7777777777777778,3.5,32.465625,0.24875,64.27365625,0.549375
Central,2015-05-04,2008.1680000000001,69.6818,6,0.23000000000000004,0.03469918851410838,19,0.548489666136725,44,0.4772727272727273,0.6363636363636364,2.375,32.465625,0.24875,64.27365625,0.549375
Central,2015-05-11,1054.776,72.5862,3,0.34285714285714286,0.06881669662563426,20,0.548489666136725,46,0.43478260869565216,0.7391304347826086,3.5,32.465625,0.24875,64.27365625,0.549375
Central,2015-05-18,1556.905,35.73550000000002,3,0.4,0.02295290977933787,21,0.548489666136725,44,0.5,0.8181818181818182,3.75,32.465625,0.24875,64.27365625,0.549375
Central,2015-05-25,3836.822,769.0794,6,0.24285714285714288,0.20044698450957588,22,0.548489666136725,33,0.45454545454545453,0.6666666666666666,2.1818181818181817,32.465625,0.24875,64.27365625,0.549375
Central,2015-06-01,832.998,299.4682,3,0.14285714285714285,0.3595065054177801,23,0.548489666136725,38,0.5263157894736842,0.6052631578947368,3.066666666666667,32.465625,0.24875,64.27365625,0.549375
Central,2015-06-08,183.024,-379.76189999999997,3,0.25,-2.0749295174403355,24,0.548489666136725,39,0.6410256410256411,0.7435897435897436,3.9,32.465625,0.24875,64.27365625,0.549375
Central,2015-06-15,488.052,-1.4155000000000015,3,0.33999999999999997,-0.002900305705129784,25,0.548489666136725,42,0.6428571428571429,0.6190476190476191,2.75,32.465625,0.24875,64.27365625,0.549375
Central,2015-06-22,1939.1329999999998,-411.8574,4,0.35714285714285715,-0.21239254862869128,26,0.548489666136725,44,0.4318181818181818,0.5681818181818182,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2015-06-29,2727.534,242.70749999999998,5,0.2222222222222222,0.08898422531121518,27,0.548489666136725,41,0.36585365853658536,0.6341463414634146,3.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2015-07-06,2122.319,25.7215,4,0.37,0.01211952585827107,28,0.548489666136725,41,0.5121951219512195,0.7317073170731707,2.6363636363636362,32.465625,0.24875,64.27365625,0.549375
Central,2015-07-13,62.263999999999996,-61.045399999999994,2,0.4000000000000001,-0.98042849800848,29,0.548489666136725,38,0.5789473684210527,0.5,3.0526315789473686,32.465625,0.24875,64.27365625,0.549375
Central,2015-07-20,2693.168,109.84819999999999,2,0.16,0.0407877265733144,30,0.548489666136725,40,0.575,0.725,3.090909090909091,32.465625,0.24875,64.27365625,0.549375
Central,2015-07-27,270.262,60.9262,3,0.06666666666666667,0.22543383827545124,31,0.548489666136725,27,0.5185185185185185,0.7407407407407407,3.857142857142857,32.465625,0.24875,64.27365625,0.549375
Central,2015-08-03,2142.8892,132.25869999999998,6,0.2346666666666667,0.06171980333840871,32,0.548489666136725,50,0.54,0.68,2.5625,32.465625,0.24875,64.27365625,0.549375
Central,2015-08-10,151.05,68.8877,3,0.0,0.4560589208871234,33,0.548489666136725,31,0.6451612903225806,0.6451612903225806,2.5454545454545454,32.465625,0.24875,64.27365625,0.549375
Central,2015-08-17,59.848,-4.898,1,0.35000000000000003,-0.08184066301296618,34,0.548489666136725,32,0.5,0.59375,3.1538461538461537,32.465625,0.24875,64.27365625,0.549375
Central,2015-08-24,6926.704,828.5195,5,0.35000000000000003,0.11961237263783757,35,0.548489666136725,38,0.5526315789473685,0.7368421052631579,2.5,32.465625,0.24875,64.27365625,0.549375
Central,2015-08-31,295.696,-10.326599999999997,5,0.275,-0.034923029056869205,36,0.548489666136725,40,0.4,0.7,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-09-07,2136.398,403.4104,5,0.15714285714285717,0.18882736269178307,37,0.548489666136725,38,0.5526315789473685,0.6842105263157895,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2015-09-14,272.41200000000003,7.2876,4,0.3666666666666667,0.026752125457028323,38,0.548489666136725,41,0.5365853658536586,0.6097560975609756,3.25,32.465625,0.24875,64.27365625,0.549375
Central,2015-09-21,4894.974,1169.7821,8,0.24000000000000002,0.23897616207971684,39,0.548489666136725,52,0.4807692307692308,0.6153846153846154,3.45,32.465625,0.24875,64.27365625,0.549375
Central,2015-09-28,111.76,-1.7688000000000006,1,0.5,-0.015826771653543313,40,0.548489666136725,35,0.4857142857142857,0.7142857142857143,3.3,32.465625,0.24875,64.27365625,0.549375
Central,2015-10-05,1480.5890000000002,172.19559999999998,5,0.13333333333333333,0.11630209328854933,41,0.548489666136725,41,0.5121951219512195,0.5853658536585366,2.6470588235294117,32.465625,0.24875,64.27365625,0.549375
Central,2015-10-12,3732.654,-402.9781,7,0.2692307692307692,-0.10796020740202547,42,0.548489666136725,51,0.47058823529411764,0.7254901960784313,2.2857142857142856,32.465625,0.24875,64.27365625,0.549375
Central,2015-10-19,1305.463,185.19909999999996,7,0.36153846153846153,0.14186468708802927,43,0.548489666136725,39,0.48717948717948717,0.6410256410256411,2.642857142857143,32.465625,0.24875,64.27365625,0.549375
Central,2015-10-26,370.02,96.011,2,0.0,0.2594751635046754,44,0.548489666136725,44,0.5454545454545454,0.6363636363636364,2.75,32.465625,0.24875,64.27365625,0.549375
Central,2015-11-02,1422.586,-56.198699999999974,7,0.3692307692307693,-0.03950460639989426,45,0.548489666136725,39,0.41025641025641024,0.6666666666666666,2.8461538461538463,32.465625,0.24875,64.27365625,0.549375
Central,2015-11-09,5934.3932,1384.8775,10,0.11750000000000001,0.2333646344836065,46,0.548489666136725,27,0.25925925925925924,0.7407407407407407,3.5714285714285716,32.465625,0.24875,64.27365625,0.549375
Central,2015-11-16,6572.3788,1096.3331,11,0.2507142857142857,0.16680917721906108,47,0.548489666136725,43,0.4418604651162791,0.627906976744186,2.8125,32.465625,0.24875,64.27365625,0.549375
Central,2015-11-23,4969.8460000000005,842.4119000000001,8,0.23888888888888887,0.16950462851364007,48,0.548489666136725,46,0.6086956521739131,0.6521739130434783,2.3125,32.465625,0.24875,64.27365625,0.549375
Central,2015-11-30,1350.9660000000001,580.1048,9,0.23636363636363636,0.4293999997039155,49,0.548489666136725,40,0.45,0.675,2.769230769230769,32.465625,0.24875,64.27365625,0.549375
Central,2015-12-07,3839.5260000000003,587.0379,8,0.13333333333333333,0.15289332589491514,50,0.548489666136725,39,0.5128205128205128,0.6666666666666666,3.1538461538461537,32.465625,0.24875,64.27365625,0.549375
Central,2015-12-14,2745.132,308.5792,8,0.1388888888888889,0.11240960361833238,51,0.548489666136725,44,0.4772727272727273,0.6818181818181818,2.7857142857142856,32.465625,0.24875,64.27365625,0.549375
Central,2015-12-21,8484.1632,2700.7873,8,0.14842105263157895,0.31833278501761963,52,0.548489666136725,27,0.4074074074074074,0.5925925925925926,3.272727272727273,32.465625,0.24875,64.27365625,0.549375
Central,2015-12-28,2303.066,367.035,6,0.23333333333333336,0.15936799032246582,53,0.548489666136725,20,0.6,0.7,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2016-01-04,1720.9260000000002,455.08320000000003,2,0.2,0.2644408882194818,1,0.548489666136725,38,0.4473684210526316,0.631578947368421,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2016-01-25,2239.86,-338.86160000000007,3,0.38,-0.15128695543471468,4,0.548489666136725,32,0.5625,0.625,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-02-01,73.784,-77.4732,1,0.6,-1.05,5,0.548489666136725,39,0.48717948717948717,0.717948717948718,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2016-02-08,311.43,0.6993,2,0.15,0.0022454484153742417,6,0.548489666136725,31,0.7741935483870968,0.6451612903225806,2.8181818181818183,32.465625,0.24875,64.27365625,0.549375
Central,2016-02-15,167.182,-224.60940000000002,1,0.375,-1.3435022909164864,7,0.548489666136725,37,0.5405405405405406,0.5675675675675675,2.3125,32.465625,0.24875,64.27365625,0.549375
Central,2016-02-22,563.332,158.818,3,0.19999999999999998,0.28192611106771853,8,0.548489666136725,36,0.5277777777777778,0.6666666666666666,2.8333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-02-29,6709.368,-1021.6353000000001,7,0.31176470588235294,-0.15226997535386344,9,0.548489666136725,37,0.5675675675675675,0.7027027027027027,3.090909090909091,32.465625,0.24875,64.27365625,0.549375
Central,2016-03-07,1117.661,147.6224,5,0.2545454545454546,0.1320815524564246,10,0.548489666136725,35,0.45714285714285713,0.5428571428571428,2.8125,32.465625,0.24875,64.27365625,0.549375
Central,2016-03-14,1668.7679999999998,-23.536299999999983,5,0.2525,-0.014103997679725394,11,0.548489666136725,31,0.41935483870967744,0.8064516129032258,3.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2016-03-21,1955.636,250.7953,4,0.2571428571428572,0.12824232116815196,12,0.548489666136725,37,0.6216216216216216,0.6756756756756757,2.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2016-03-28,3511.6220000000003,569.2854,5,0.1125,0.16211465812664344,13,0.548489666136725,33,0.5757575757575758,0.6363636363636364,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-04-04,2311.8199999999997,-1636.1084,4,0.24285714285714285,-0.707714441435752,14,0.548489666136725,40,0.475,0.7,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-04-11,70.578,17.7804,2,0.13333333333333333,0.2519255292017342,15,0.548489666136725,37,0.5675675675675675,0.6486486486486487,2.769230769230769,32.465625,0.24875,64.27365625,0.549375
Central,2016-04-18,2832.472,-259.7479,6,0.33636363636363636,-0.09170360730838645,16,0.548489666136725,49,0.5306122448979592,0.6938775510204082,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-04-25,438.24,5.238099999999999,3,0.4,0.011952583059510769,17,0.548489666136725,41,0.5365853658536586,0.7073170731707317,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-05-02,629.58,-175.2863,6,0.35454545454545455,-0.27841783411162996,18,0.548489666136725,36,0.3611111111111111,0.7777777777777778,3.5,32.465625,0.24875,64.27365625,0.549375
Central,2016-05-09,1040.0,-41.73760000000001,3,0.4571428571428572,-0.040132307692307696,19,0.548489666136725,44,0.4772727272727273,0.6363636363636364,2.375,32.465625,0.24875,64.27365625,0.549375
Central,2016-05-16,173.74,25.139899999999997,4,0.45,0.14469839990790834,20,0.548489666136725,46,0.43478260869565216,0.7391304347826086,3.5,32.465625,0.24875,64.27365625,0.549375
Central,2016-05-23,8062.108,1081.1285,6,0.2076923076923077,0.13409997732602938,21,0.548489666136725,44,0.5,0.8181818181818182,3.75,32.465625,0.24875,64.27365625,0.549375
Central,2016-05-30,2516.486,24.650799999999997,4,0.21904761904761902,0.009795723083696868,22,0.548489666136725,33,0.45454545454545453,0.6666666666666666,2.1818181818181817,32.465625,0.24875,64.27365625,0.549375
Central,2016-06-06,2934.527,71.21630000000002,6,0.41333333333333333,0.024268408503312466,23,0.548489666136725,38,0.5263157894736842,0.6052631578947368,3.066666666666667,32.465625,0.24875,64.27365625,0.549375
Central,2016-06-13,647.222,184.3039,4,0.1,0.28476148833012477,24,0.548489666136725,39,0.6410256410256411,0.7435897435897436,3.9,32.465625,0.24875,64.27365625,0.549375
Central,2016-06-20,1306.232,357.5255,9,0.23571428571428574,0.27370750372062547,25,0.548489666136725,42,0.6428571428571429,0.6190476190476191,2.75,32.465625,0.24875,64.27365625,0.549375
Central,2016-06-27,1557.12,54.3527,4,0.2333333333333333,0.034905916050143856,26,0.548489666136725,44,0.4318181818181818,0.5681818181818182,3.0,32.465625,0.24875,64.27365625,0.549375
Central,2016-07-04,1743.516,61.987300000000005,3,0.2625,0.03555304339048222,27,0.548489666136725,41,0.36585365853658536,0.6341463414634146,3.6666666666666665,32.465625,0.24875,64.27365625,0.549375
Central,2016-07-11,1296.096,230.164,5,0.13999999999999999,0.177582524751253,28,0.548489666136725,41,0.5121951219512195,0.7317073170731707,2.6363636363636362,32.465625,0.24875,64.27365625,0.549375
Central,2016-07-18,1483.176,203.7794,5,0.23333333333333336,0.13739394380707348,29,0.548489666136725,38,0.5789473684210527,0.5,3.0526315789473686,32.465625,0.24875,64.27365625,0.549375
Central,2016-07-25,3801.774,295.57020000000006,8,0.1611111111111111,0.07774533678224957,30,0.548489666136725,40,0.575,0.725,3.090909090909091,32.465625,0.24875,64.27365625,0.549375
Central,2016-08-01,272.44800000000004,61.807199999999995,3,0.25,0.22685870331219163,31,0.548489666136725,27,0.5185185185185185,0.7407407407407407,3.857142857142857,32.465625,0.24875,64.27365625,0.549375
Central,2016-08-08,2128.7039999999997,-7.580100000000016,7,0.13333333333333333,-0.003560899025886181,32,0.548489666136725,50,0.54,0.68,2.5625,32.465625,0.24875,64.27365625,0.549375
Central,2016-08-15,115.584,25.012,3,0.44000000000000006,0.2163967331118494,33,0.548489666136725,31,0.6451612903225806,0.6451612903225806,2.5454545454545454,32.465625,0.24875,64.27365625,0.549375
Central,2016-08-22,4279.4628,105.485,9,0.2168,0.024649121847723502,34,0.548489666136725,32,0.5,0.59375,3.1538461538461537,32.465625,0.24875,64.27365625,0.549375
Central,2016-08-29,3597.886,209.7215,14,0.21851851851851853,0.058290201523894865,35,0.548489666136725,38,0.5526315789473685,0.7368421052631579,2.5,32.465625,0.24875,64.27365625,0.549375
Central,2016-09-05,6830.9996,-405.1015,20,0.22833333333333336,-0.05930339975426144,36,0.548489666136725,40,0.4,0.7,3.0833333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-09-12,2476.65,740.1719,3,0.0,0.29886011345971375,37,0.548489666136725,38,0.5526315789473685,0.6842105263157895,3.3333333333333335,32.465625,0.24875,64.27365625,0.549375
Central,2016-09-19,2348.468,-397.94120000000004,10,0.13125,-0.16944714596920207,38,0.548489666136725,41,0.5365853658536586,0.6097560975609756,3.25,32.465625,0.24875,64.27365625,0.549375
Central,2016-09-26,20991.9118,8123.321800000001,12,0.246,0.38697389153473866,39,0.548489666136725,52,0.4807692307692308,0.6153846153846154,3.45,32.465625,0.24875,64.27365625,0.549375
Central,2016-10-03,254.186,-2.6034000000000006,6,0.3,-0.010242106174218881,40,0.548489666136725,35,0.4857142857142857,0.7142857142857143,3.3,32.465625,0.24875,64.27365625,0.549375
Central,2016-10-10,3133.818,722.5373000000001,5,0.2375,0.23056134721288857,41,0.548489666136725,41,0.5121951219512195,0.5853658536585366,2.6470588235294117,32.465625,0.24875,64.27365625,0.549375
